link;from_node;to_node;length;freespeed;capacity;lanes;modes;vol_car;storageCapacityUsedInQsim;type;origid;geometry
1008;2015570251;2015570246;75.09856836496631;5.555555555555555;420.0;1.0;car;64;;residential;376129364;LINESTRING( 630390.053348975 4803423.827061032, 630336.8143433149 4803370.861003535 )
1009;2015570251;2015570257;96.49582058913089;5.555555555555555;420.0;1.0;car;58;;residential;376129364;LINESTRING( 630390.053348975 4803423.827061032, 630462.6198900623 4803481.46625309 )
101;6342426584;10578216794;104.42396757429796;5.555555555555555;420.0;1.0;car;21;;unclassified;1153095829;LINESTRING( 630929.2893124705 4802422.190507633, 630871.331369203 4802337.243502267 )
1010;2015570257;2015570251;96.49582058913089;5.555555555555555;420.0;1.0;car;89;;residential;376129364;LINESTRING( 630462.6198900623 4803481.46625309, 630390.053348975 4803423.827061032 )
1011;2015570257;2015570258;83.65022812716106;5.555555555555555;420.0;1.0;car;57;;residential;376129364;LINESTRING( 630462.6198900623 4803481.46625309, 630523.4459150468 4803538.8905976685 )
1012;2015570258;2015570257;83.65022812716106;5.555555555555555;420.0;1.0;car;134;;residential;376129364;LINESTRING( 630523.4459150468 4803538.8905976685, 630462.6198900623 4803481.46625309 )
1013;2015570258;13273525629;62.12791322100216;5.555555555555555;420.0;1.0;car;5;;residential;376129364;LINESTRING( 630523.4459150468 4803538.8905976685, 630565.524771997 4803584.598883558 )
1014;13273525629;2015570258;62.12791322100216;5.555555555555555;420.0;1.0;car;5;;residential;376129364;LINESTRING( 630565.524771997 4803584.598883558, 630523.4459150468 4803538.8905976685 )
1015;6344318260;9958389868;131.30766969909683;5.555555555555555;420.0;1.0;car;1462;;residential;1086851575;LINESTRING( 632500.2586329031 4801363.427144964, 632601.4817798911 4801280.130601404 )
1016;9958389868;6344318260;131.30766969909683;5.555555555555555;420.0;1.0;car;1584;;residential;1086851575;LINESTRING( 632601.4817798911 4801280.130601404, 632500.2586329031 4801363.427144964 )
1017;10569487968;10569480645;212.51749825949142;5.555555555555555;420.0;1.0;car;45;;residential;1133637329;LINESTRING( 629985.6309936694 4800871.669503715, 630140.5986709697 4800728.965970262 )
1018;10569480645;10569487968;212.51749825949142;5.555555555555555;420.0;1.0;car;9;;residential;1133637329;LINESTRING( 630140.5986709697 4800728.965970262, 629985.6309936694 4800871.669503715 )
1019;10569480645;10569487964;120.55718392236315;5.555555555555555;420.0;1.0;car;27;;residential;1133637329;LINESTRING( 630140.5986709697 4800728.965970262, 630232.5927160325 4800653.056480999 )
102;5190916301;5190916302;87.0462555166407;5.555555555555555;420.0;1.0;car;26;;residential;535594972;LINESTRING( 633209.3790186241 4803451.807727583, 633122.3618863451 4803454.0592358345 )
1020;10569487964;10569480645;120.55718392236315;5.555555555555555;420.0;1.0;car;3;;residential;1133637329;LINESTRING( 630232.5927160325 4800653.056480999, 630140.5986709697 4800728.965970262 )
1021;10569487964;10569487959;144.97455712625717;5.555555555555555;420.0;1.0;car;51;;residential;1133637329;LINESTRING( 630232.5927160325 4800653.056480999, 630095.6269837721 4800650.853787243 )
