person;activity_number;activity_id;activity_type;start_time;end_time;maximum_duration;link_id;facility_id;coord_x;coord_y
zone_10088;1;zone_10088_1;home;;29442.0;;1086;;632020.6973962819;4801130.713627308
zone_10088;2;zone_10088_2;work;35710.0;59813.0;;1699;;635255.1885227569;4803514.996074655
zone_10088;3;zone_10088_3;home;66081.0;;;1086;;632020.6973962819;4801130.713627308
zone_10089;1;zone_10089_1;home;;27660.0;;2066;;631465.6573447593;4803891.440328561
zone_10089;2;zone_10089_2;work;36461.0;59119.0;;1152;;632246.1130241295;4805045.8673726935
zone_10089;3;zone_10089_3;home;64413.0;;;2066;;631465.6573447593;4803891.440328561
zone_1009;1;zone_1009_1;home;;31964.0;;2752;;631878.7538947095;4804442.962823434
zone_1009;2;zone_1009_2;work;43299.0;60963.0;;2396;;632615.6877889372;4803550.049590833
zone_1009;3;zone_1009_3;home;70707.0;;;2752;;631878.7538947095;4804442.962823434
zone_10090;1;zone_10090_1;home;;47086.0;;2111;;630672.7993184038;4803212.039297139
zone_10090;2;zone_10090_2;other;59392.0;60847.0;;1254;;636388.6401010551;4801896.6194677055
zone_10090;3;zone_10090_3;home;77459.0;;;2111;;630672.7993184038;4803212.039297139
zone_10091;1;zone_10091_1;home;;30495.0;;373;;631454.3319443192;4803091.304257268
zone_10091;2;zone_10091_2;work;31906.0;68316.0;;2814;;634557.6905523357;4801268.934089326
zone_10091;3;zone_10091_3;home;71040.0;;;373;;631454.3319443192;4803091.304257268
zone_10092;1;zone_10092_1;home;;30530.0;;557;;631264.6832936711;4803727.693131706
zone_10092;2;zone_10092_2;work;33906.0;64768.0;;2217;;635185.4232463529;4803692.457975101
zone_10092;3;zone_10092_3;home;68045.0;;;557;;631264.6832936711;4803727.693131706
zone_10093;1;zone_10093_1;home;;30266.0;;2712;;630451.0619626248;4801294.608797247
zone_10093;2;zone_10093_2;work;31559.0;58880.0;;256;;630799.4652318293;4802046.917530914
zone_10093;3;zone_10093_3;home;60173.0;;;2712;;630451.0619626248;4801294.608797247
zone_10094;1;zone_10094_1;home;;30849.0;;777;;633875.3638544122;4804969.035035094
zone_10094;2;zone_10094_2;work;33080.0;63162.0;;1204;;634549.5731778375;4803645.0555167105
zone_10094;3;zone_10094_3;home;65131.0;;;777;;633875.3638544122;4804969.035035094
zone_10095;1;zone_10095_1;home;;26695.0;;2520;;634399.0444691649;4800654.108941071
zone_10095;2;zone_10095_2;work;29270.0;59752.0;;2313;;634768.3278621543;4804846.337355503
zone_10095;3;zone_10095_3;home;73666.0;;;2520;;634399.0444691649;4800654.108941071
zone_10096;1;zone_10096_1;home;;48276.0;;1341;;632794.3477807443;4802527.6201878395
zone_10096;2;zone_10096_2;other;50265.0;50265.0;;991;;632226.795094195;4801385.654937918
zone_10096;3;zone_10096_3;home;52254.0;;;1341;;632794.3477807443;4802527.6201878395
zone_10097;1;zone_10097_1;home;;38737.0;;1479;;630612.1939011093;4800737.518336041
zone_10097;2;zone_10097_2;other;39265.0;53612.0;;329;;632087.5435909082;4801880.584988257
zone_10097;3;zone_10097_3;home;54017.0;;;1479;;630612.1939011093;4800737.518336041
zone_10098;1;zone_10098_1;home;;30150.0;;2762;;631036.9913505816;4804758.620460505
zone_10098;2;zone_10098_2;work;41262.0;64078.0;;1718;;635277.8929762493;4804169.496743305
zone_10098;3;zone_10098_3;home;86512.0;;;2762;;631036.9913505816;4804758.620460505
zone_10099;1;zone_10099_1;home;;26125.0;;1437;;631644.5532866395;4801378.954876202
zone_10099;2;zone_10099_2;work;31207.0;58320.0;;2754;;631423.0319878319;4804629.119078821
zone_10099;3;zone_10099_3;home;63402.0;;;1437;;631644.5532866395;4801378.954876202
zone_101;1;zone_101_1;home;;47215.0;;1742;;630491.4923342166;4803335.067557672
zone_101;2;zone_101_2;other;47789.0;68833.0;;991;;632226.795094195;4801385.654937918
zone_101;3;zone_101_3;home;69556.0;;;1742;;630491.4923342166;4803335.067557672
zone_1010;1;zone_1010_1;home;;27183.0;;1299;;632622.9876690283;4804457.694485508
zone_1010;2;zone_1010_2;work;29860.0;65194.0;;695;;629763.6331151247;4801556.480549272
zone_1010;3;zone_1010_3;home;67792.0;;;1299;;632622.9876690283;4804457.694485508
zone_10100;1;zone_10100_1;home;;31174.0;;3020;;630578.6729411357;4802223.978947081
zone_10100;2;zone_10100_2;work;47626.0;62047.0;;1281;;632597.7846578353;4805073.0603252975
zone_10100;3;zone_10100_3;home;70524.0;;;3020;;630578.6729411357;4802223.978947081
zone_10101;1;zone_10101_1;home;;30819.0;;1837;;630784.690107689;4803830.118691895
zone_10101;2;zone_10101_2;work;42162.0;58208.0;;2269;;632304.3053814727;4803934.781376274
zone_10101;3;zone_10101_3;home;58557.0;;;1837;;630784.690107689;4803830.118691895
zone_10102;1;zone_10102_1;home;;27654.0;;809;;633377.6220774956;4803541.258214202
zone_10102;2;zone_10102_2;work;28721.0;60273.0;;3004;;630559.0979656521;4802734.413342077
zone_10102;3;zone_10102_3;home;61258.0;;;809;;633377.6220774956;4803541.258214202
zone_10103;1;zone_10103_1;home;;27575.0;;1653;;631858.3379902898;4803021.299076891
zone_10103;2;zone_10103_2;work;31151.0;67798.0;;579;;635012.7720442864;4804836.814537248
zone_10103;3;zone_10103_3;home;92195.0;;;1653;;631858.3379902898;4803021.299076891
zone_10104;1;zone_10104_1;home;;30225.0;;2319;;632418.2317326172;4804577.826135232
zone_10104;2;zone_10104_2;work;38691.0;60277.0;;2177;;630346.8532818496;4801591.255667495
zone_10104;3;zone_10104_3;home;78419.0;;;2319;;632418.2317326172;4804577.826135232
zone_10105;1;zone_10105_1;home;;25746.0;;489;;630516.6077097344;4801527.570848123
zone_10105;2;zone_10105_2;work;26646.0;65698.0;;455;;630207.5317352614;4801040.20358206
zone_10105;3;zone_10105_3;home;66598.0;;;489;;630516.6077097344;4801527.570848123
zone_10106;1;zone_10106_1;home;;51354.0;;1387;;631122.2449108451;4803597.379139535
zone_10106;2;zone_10106_2;other;57618.0;57618.0;;2301;;633162.0880738357;4803602.301320825
zone_10106;3;zone_10106_3;home;58056.0;;;1387;;631122.2449108451;4803597.379139535
zone_10107;1;zone_10107_1;home;;29384.0;;3042;;629697.9366394035;4801055.685945635
zone_10107;2;zone_10107_2;work;33636.0;65190.0;;1885;;630911.9943178406;4803496.651782792
zone_10107;3;zone_10107_3;home;69442.0;;;3042;;629697.9366394035;4801055.685945635
zone_10108;1;zone_10108_1;home;;28067.0;;1331;;631798.3515079555;4804521.12401115
zone_10108;2;zone_10108_2;work;28507.0;65230.0;;315;;630058.9064276607;4804826.804914959
zone_10108;3;zone_10108_3;home;67593.0;;;1331;;631798.3515079555;4804521.12401115
zone_10109;1;zone_10109_1;home;;30469.0;;2672;;630391.4355062505;4801966.863960642
zone_10109;2;zone_10109_2;work;31384.0;58862.0;;1134;;630364.3782924903;4802553.0801276
zone_10109;3;zone_10109_3;home;59777.0;;;2672;;630391.4355062505;4801966.863960642
zone_1011;1;zone_1011_1;home;;27820.0;;262;;631626.9802252875;4803804.639918592
zone_1011;2;zone_1011_2;work;27977.0;64958.0;;2778;;631601.6087897527;4804178.948331237
zone_1011;3;zone_1011_3;home;65048.0;;;262;;631626.9802252875;4803804.639918592
zone_10110;1;zone_10110_1;home;;38588.0;;435;;634797.1125424319;4803823.861851618
zone_10110;2;zone_10110_2;other;53715.0;61059.0;;1481;;630507.4525439278;4800460.30474993
zone_10110;3;zone_10110_3;home;81918.0;;;435;;634797.1125424319;4803823.861851618
zone_10111;1;zone_10111_1;home;;27528.0;;283;;630267.8429490145;4803036.621998457
zone_10111;2;zone_10111_2;work;36862.0;61136.0;;1228;;636246.6320026608;4802790.953485896
zone_10111;3;zone_10111_3;home;70470.0;;;283;;630267.8429490145;4803036.621998457
zone_10112;1;zone_10112_1;home;;48166.0;;1758;;630619.9870648012;4803475.6245865505
zone_10112;2;zone_10112_2;other;48664.0;53667.0;;509;;630855.2638992819;4801231.987388995
zone_10112;3;zone_10112_3;home;54303.0;;;1758;;630619.9870648012;4803475.6245865505
zone_10113;1;zone_10113_1;home;;28980.0;;1641;;632184.9666166242;4802642.715788703
zone_10113;2;zone_10113_2;work;36865.0;60196.0;;2325;;633853.1272488823;4803908.969709034
zone_10113;3;zone_10113_3;home;74276.0;;;1641;;632184.9666166242;4802642.715788703
zone_10114;1;zone_10114_1;home;;30693.0;;583;;629877.3888269383;4801440.092842661
zone_10114;2;zone_10114_2;work;46644.0;65329.0;;2109;;635785.308512781;4803236.389324611
zone_10114;3;zone_10114_3;home;90988.0;;;583;;629877.3888269383;4801440.092842661
zone_10115;1;zone_10115_1;home;;29560.0;;204;;630768.0374722466;4801816.966242529
zone_10115;2;zone_10115_2;work;44978.0;62078.0;;1204;;634549.5731778375;4803645.0555167105
zone_10115;3;zone_10115_3;home;83394.0;;;204;;630768.0374722466;4801816.966242529
zone_10116;1;zone_10116_1;home;;27737.0;;1260;;632218.3115986192;4804912.491285831
zone_10116;2;zone_10116_2;work;35106.0;66927.0;;2634;;631960.3005811753;4802582.442892644
zone_10116;3;zone_10116_3;home;84618.0;;;1260;;632218.3115986192;4804912.491285831
zone_10117;1;zone_10117_1;home;;52617.0;;2636;;631750.3439433665;4802192.636111722
zone_10117;2;zone_10117_2;other;53151.0;55451.0;;102;;633165.8704524846;4803452.933481708
zone_10117;3;zone_10117_3;home;55948.0;;;2636;;631750.3439433665;4802192.636111722
zone_10118;1;zone_10118_1;home;;26473.0;;2042;;633126.5268969041;4803531.234511273
zone_10118;2;zone_10118_2;work;28516.0;59959.0;;2133;;633223.0827961174;4804372.559319399
zone_10118;3;zone_10118_3;home;60549.0;;;2042;;633126.5268969041;4803531.234511273
zone_10119;1;zone_10119_1;home;;27887.0;;1317;;632205.3703326132;4804608.347946653
zone_10119;2;zone_10119_2;work;32548.0;64813.0;;1335;;634802.8380692467;4804248.2826655265
zone_10119;3;zone_10119_3;home;84965.0;;;1317;;632205.3703326132;4804608.347946653
zone_1012;1;zone_1012_1;home;;31584.0;;2506;;630322.5713972222;4802090.789417844
zone_1012;2;zone_1012_2;work;38716.0;67030.0;;777;;633875.3638544122;4804969.035035094
zone_1012;3;zone_1012_3;home;74162.0;;;2506;;630322.5713972222;4802090.789417844
zone_10120;1;zone_10120_1;home;;30107.0;;2838;;631936.5578959027;4804158.561608998
zone_10120;2;zone_10120_2;work;36884.0;57766.0;;973;;631901.435910394;4804699.736045346
zone_10120;3;zone_10120_3;home;61192.0;;;2838;;631936.5578959027;4804158.561608998
zone_10121;1;zone_10121_1;home;;31009.0;;1285;;629340.7867590222;4806513.8220451195
zone_10121;2;zone_10121_2;work;44146.0;59521.0;;1254;;636388.6401010551;4801896.6194677055
zone_10121;3;zone_10121_3;home;70828.0;;;1285;;629340.7867590222;4806513.8220451195
zone_10122;1;zone_10122_1;home;;28790.0;;50;;632325.8880450346;4803156.053092441
zone_10122;2;zone_10122_2;work;29156.0;59431.0;;2640;;631467.4011837603;4801686.576654246
zone_10122;3;zone_10122_3;home;59801.0;;;50;;632325.8880450346;4803156.053092441
zone_10123;1;zone_10123_1;home;;30648.0;;2868;;632592.7600803594;4804138.517788969
zone_10123;2;zone_10123_2;work;33915.0;66411.0;;1963;;631051.209614936;4802585.475621259
zone_10123;3;zone_10123_3;home;93135.0;;;2868;;632592.7600803594;4804138.517788969
zone_10124;1;zone_10124_1;home;;37154.0;;2906;;632497.6159324964;4802929.488998777
zone_10124;2;zone_10124_2;other;39833.0;71675.0;;1643;;630261.409059017;4803422.039820019
zone_10124;3;zone_10124_3;home;74230.0;;;2906;;632497.6159324964;4802929.488998777
zone_10125;1;zone_10125_1;home;;31433.0;;1941;;635042.7184755765;4805050.685993281
zone_10125;2;zone_10125_2;work;48580.0;65377.0;;2906;;632497.6159324964;4802929.488998777
zone_10125;3;zone_10125_3;home;81730.0;;;1941;;635042.7184755765;4805050.685993281
zone_10126;1;zone_10126_1;home;;36076.0;;645;;634035.0254274029;4804913.26696565
zone_10126;2;zone_10126_2;other;48182.0;49269.0;;3038;;629507.4613014527;4801046.33036809
zone_10126;3;zone_10126_3;home;60531.0;;;645;;634035.0254274029;4804913.26696565
zone_10127;1;zone_10127_1;home;;29645.0;;1643;;630261.409059017;4803422.039820019
zone_10127;2;zone_10127_2;work;35059.0;65445.0;;1444;;633644.8824171193;4802648.217226116
zone_10127;3;zone_10127_3;home;70859.0;;;1643;;630261.409059017;4803422.039820019
zone_10128;1;zone_10128_1;home;;31919.0;;761;;630363.050743111;4803092.824457379
zone_10128;2;zone_10128_2;work;32487.0;60888.0;;339;;631435.3461614421;4801388.839233665
zone_10128;3;zone_10128_3;home;61481.0;;;761;;630363.050743111;4803092.824457379
zone_10129;1;zone_10129_1;home;;42774.0;;361;;637189.5867645489;4804833.534866543
zone_10129;2;zone_10129_2;other;55453.0;70163.0;;2107;;630767.6247563289;4802869.075703501
zone_10129;3;zone_10129_3;home;95523.0;;;361;;637189.5867645489;4804833.534866543
zone_1013;1;zone_1013_1;home;;39524.0;;2904;;632755.5019772241;4802947.409596815
zone_1013;2;zone_1013_2;other;39707.0;59536.0;;829;;632468.5289305038;4802720.688275774
zone_1013;3;zone_1013_3;home;59719.0;;;2904;;632755.5019772241;4802947.409596815
zone_10130;1;zone_10130_1;home;;26762.0;;1254;;636388.6401010551;4801896.6194677055
zone_10130;2;zone_10130_2;work;32892.0;58901.0;;387;;632043.5479008646;4803942.611194798
zone_10130;3;zone_10130_3;home;70986.0;;;1254;;636388.6401010551;4801896.6194677055
zone_10131;1;zone_10131_1;home;;27850.0;;787;;634139.6610709482;4804402.957243785
zone_10131;2;zone_10131_2;work;30217.0;60222.0;;1299;;632622.9876690283;4804457.694485508
zone_10131;3;zone_10131_3;home;62589.0;;;787;;634139.6610709482;4804402.957243785
zone_10132;1;zone_10132_1;home;;53889.0;;1403;;632040.2194224335;4804799.049864544
zone_10132;2;zone_10132_2;other;56220.0;64119.0;;20;;633418.3713224115;4804220.904267318
zone_10132;3;zone_10132_3;home;66450.0;;;1403;;632040.2194224335;4804799.049864544
zone_10133;1;zone_10133_1;home;;30280.0;;319;;635813.9615521946;4804071.436933761
zone_10133;2;zone_10133_2;work;48386.0;66479.0;;979;;631580.318905155;4803000.045457482
zone_10133;3;zone_10133_3;home;80709.0;;;319;;635813.9615521946;4804071.436933761
zone_10134;1;zone_10134_1;home;;28098.0;;2538;;630939.4946067771;4801700.885825888
zone_10134;2;zone_10134_2;work;30593.0;63517.0;;2632;;632096.2967094767;4802805.7501438
zone_10134;3;zone_10134_3;home;66012.0;;;2538;;630939.4946067771;4801700.885825888
zone_10135;1;zone_10135_1;home;;28978.0;;2297;;635094.3955259405;4804127.510495432
zone_10135;2;zone_10135_2;work;34767.0;66828.0;;1849;;631384.9462649372;4804246.21377017
zone_10135;3;zone_10135_3;home;72617.0;;;2297;;635094.3955259405;4804127.510495432
zone_10136;1;zone_10136_1;home;;26471.0;;777;;633875.3638544122;4804969.035035094
zone_10136;2;zone_10136_2;work;30351.0;62433.0;;2754;;631423.0319878319;4804629.119078821
zone_10136;3;zone_10136_3;home;73611.0;;;777;;633875.3638544122;4804969.035035094
zone_10137;1;zone_10137_1;home;;27489.0;;1204;;634549.5731778375;4803645.0555167105
zone_10137;2;zone_10137_2;work;29886.0;64691.0;;1260;;632218.3115986192;4804912.491285831
zone_10137;3;zone_10137_3;home;67189.0;;;1204;;634549.5731778375;4803645.0555167105
zone_10138;1;zone_10138_1;home;;26848.0;;1507;;631530.5162887073;4802303.805222068
zone_10138;2;zone_10138_2;work;30039.0;65393.0;;765;;634003.2587059978;4804554.965517495
zone_10138;3;zone_10138_3;home;84430.0;;;1507;;631530.5162887073;4802303.805222068
zone_10139;1;zone_10139_1;home;;26055.0;;2978;;633825.7461355871;4802535.820418526
zone_10139;2;zone_10139_2;work;31504.0;57944.0;;593;;630343.228384454;4802811.966141678
zone_10139;3;zone_10139_3;home;63393.0;;;2978;;633825.7461355871;4802535.820418526
zone_1014;1;zone_1014_1;home;;26959.0;;733;;629524.5902157559;4801301.446067899
zone_1014;2;zone_1014_2;work;29660.0;59043.0;;343;;631442.2932813999;4803231.511815943
zone_1014;3;zone_1014_3;home;61939.0;;;733;;629524.5902157559;4801301.446067899
zone_10140;1;zone_10140_1;home;;28322.0;;2572;;632071.5546702952;4803458.576543817
zone_10140;2;zone_10140_2;work;32638.0;63151.0;;315;;630058.9064276607;4804826.804914959
zone_10140;3;zone_10140_3;home;80788.0;;;2572;;632071.5546702952;4803458.576543817
zone_10141;1;zone_10141_1;home;;27620.0;;1643;;630261.409059017;4803422.039820019
zone_10141;2;zone_10141_2;work;35137.0;67358.0;;1208;;635022.6403771923;4804164.251004033
zone_10141;3;zone_10141_3;home;74875.0;;;1643;;630261.409059017;4803422.039820019
zone_10142;1;zone_10142_1;home;;31342.0;;579;;635012.7720442864;4804836.814537248
zone_10142;2;zone_10142_2;work;35271.0;63180.0;;875;;632161.9663492015;4803385.8403166365
zone_10142;3;zone_10142_3;home;67121.0;;;579;;635012.7720442864;4804836.814537248
zone_10143;1;zone_10143_1;home;;27488.0;;823;;632278.069346534;4803649.342924172
zone_10143;2;zone_10143_2;work;29599.0;66758.0;;1150;;632376.4699808229;4804999.424863674
zone_10143;3;zone_10143_3;home;68869.0;;;823;;632278.069346534;4803649.342924172
zone_10144;1;zone_10144_1;home;;29629.0;;2696;;630410.2352111915;4801503.937919969
zone_10144;2;zone_10144_2;work;31836.0;62567.0;;36;;635167.3218910543;4804100.110158645
zone_10144;3;zone_10144_3;home;64707.0;;;2696;;630410.2352111915;4801503.937919969
zone_10145;1;zone_10145_1;home;;30516.0;;2754;;631423.0319878319;4804629.119078821
zone_10145;2;zone_10145_2;work;30543.0;59895.0;;513;;631049.3327811749;4804631.411318367
zone_10145;3;zone_10145_3;home;60230.0;;;2754;;631423.0319878319;4804629.119078821
zone_10146;1;zone_10146_1;home;;39355.0;;2369;;632012.5777954571;4802914.076306124
zone_10146;2;zone_10146_2;other;39633.0;48597.0;;343;;631442.2932813999;4803231.511815943
zone_10146;3;zone_10146_3;home;48921.0;;;2369;;632012.5777954571;4802914.076306124
zone_10147;1;zone_10147_1;home;;26079.0;;2317;;634849.190355567;4804522.780942859
zone_10147;2;zone_10147_2;work;29089.0;67475.0;;1337;;632955.3667052033;4804152.701514505
zone_10147;3;zone_10147_3;home;70485.0;;;2317;;634849.190355567;4804522.780942859
zone_10148;1;zone_10148_1;home;;43167.0;;455;;630207.5317352614;4801040.20358206
zone_10148;2;zone_10148_2;other;44010.0;52325.0;;2862;;633621.9335141234;4801726.880883473
zone_10148;3;zone_10148_3;home;53237.0;;;455;;630207.5317352614;4801040.20358206
zone_10149;1;zone_10149_1;home;;31402.0;;2572;;632071.5546702952;4803458.576543817
zone_10149;2;zone_10149_2;work;37448.0;68264.0;;2313;;634768.3278621543;4804846.337355503
zone_10149;3;zone_10149_3;home;90554.0;;;2572;;632071.5546702952;4803458.576543817
zone_1015;1;zone_1015_1;home;;38404.0;;869;;631436.2285235787;4802359.543552878
zone_1015;2;zone_1015_2;other;40875.0;66837.0;;1643;;630261.409059017;4803422.039820019
zone_1015;3;zone_1015_3;home;69308.0;;;869;;631436.2285235787;4802359.543552878
zone_10150;1;zone_10150_1;home;;28489.0;;315;;630058.9064276607;4804826.804914959
zone_10150;2;zone_10150_2;work;39680.0;58924.0;;1254;;636388.6401010551;4801896.6194677055
zone_10150;3;zone_10150_3;home;68367.0;;;315;;630058.9064276607;4804826.804914959
zone_10151;1;zone_10151_1;home;;28765.0;;2838;;631936.5578959027;4804158.561608998
zone_10151;2;zone_10151_2;work;34228.0;63586.0;;2217;;635185.4232463529;4803692.457975101
zone_10151;3;zone_10151_3;home;88084.0;;;2838;;631936.5578959027;4804158.561608998
zone_10152;1;zone_10152_1;home;;27221.0;;489;;630516.6077097344;4801527.570848123
zone_10152;2;zone_10152_2;work;31673.0;64538.0;;1849;;631384.9462649372;4804246.21377017
zone_10152;3;zone_10152_3;home;68990.0;;;489;;630516.6077097344;4801527.570848123
zone_10153;1;zone_10153_1;home;;31979.0;;2752;;631878.7538947095;4804442.962823434
zone_10153;2;zone_10153_2;work;43600.0;64679.0;;935;;631931.0684153778;4802418.843268332
zone_10153;3;zone_10153_3;home;80676.0;;;2752;;631878.7538947095;4804442.962823434
zone_10154;1;zone_10154_1;home;;53469.0;;1663;;634460.444031467;4804224.64892659
zone_10154;2;zone_10154_2;other;57639.0;67039.0;;723;;631035.0246747728;4804516.011792572
zone_10154;3;zone_10154_3;home;71429.0;;;1663;;634460.444031467;4804224.64892659
zone_10155;1;zone_10155_1;home;;26844.0;;2133;;633223.0827961174;4804372.559319399
zone_10155;2;zone_10155_2;work;27421.0;59303.0;;1106;;631727.6749299704;4801652.863022586
zone_10155;3;zone_10155_3;home;67259.0;;;2133;;633223.0827961174;4804372.559319399
